Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Name Cleaned,Translated Name Cleaned,Category (EN),Context Name,Product,Best Category,Top 1,Top 2,Top 3,Synthetic
Rema1000,ÆRTER I BK.,23.0,"SALATER, FINT GRØNT & AVOCADO",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306811/image/1618572801/170.jpg,https://shop.rema1000.dk/frugt-gront,450,GR.,2025-04-27,ærter i bk,Peanuts in bk,"Salads, Fine Greens & Avocado","Peanuts in bk Salads, Fine Greens & Avocado","Peanuts in bk Salads, Fine Greens & Avocado",Peanuts,Avocados (0.49),Mixed Salad (0.48),Nut Butter (0.41),False
Rema1000,ØKO. CHAMPIGNON,12.0,"SALATER, FINT GRØNT & AVOCADO",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306689/image/1618572791/170.jpg,https://shop.rema1000.dk/frugt-gront,200,GR.,2025-04-27,champignon,mushrooms,"Salads, Fine Greens & Avocado","mushrooms Salads, Fine Greens & Avocado","mushrooms Salads, Fine Greens & Avocado",Mixed Salad,Mixed Salad (0.58),Mushrooms (0.56),Avocados (0.55),False
Rema1000,SQUASH,5.0,"SALATER, FINT GRØNT & AVOCADO",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306824/image/1618572803/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,squash,squash,"Salads, Fine Greens & Avocado","squash Salads, Fine Greens & Avocado","squash Salads, Fine Greens & Avocado",Mixed Salad,Mixed Salad (0.59),Avocados (0.55),Pasta Salad (0.49),False
Rema1000,RADISER MED TOP,6.0,"SALATER, FINT GRØNT & AVOCADO",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306729/image/1618572796/170.jpg,https://shop.rema1000.dk/frugt-gront,1,BDT.,2025-04-27,radiser med top,radishes with top,"Salads, Fine Greens & Avocado","radishes with top Salads, Fine Greens & Avocado","radishes with top Salads, Fine Greens & Avocado",Mixed Salad,Mixed Salad (0.58),Avocados (0.49),Pasta Salad (0.44),False
Rema1000,ØKO. FELDSALAT,11.0,"SALATER, FINT GRØNT & AVOCADO",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306449/image/1727703906/170.jpg,https://shop.rema1000.dk/frugt-gront,75,GR.,2025-04-27,feldsalat,feldsalate,"Salads, Fine Greens & Avocado","feldsalate Salads, Fine Greens & Avocado","feldsalate Salads, Fine Greens & Avocado",Mixed Salad,Mixed Salad (0.58),Avocados (0.53),Pasta Salad (0.47),False
Rema1000,SPINAT,19.0,"SALATER, FINT GRØNT & AVOCADO",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306439/image/1737025786/170.jpg,https://shop.rema1000.dk/frugt-gront,250,GR.,2025-04-27,spinat,spinach,"Salads, Fine Greens & Avocado","spinach Salads, Fine Greens & Avocado","spinach Salads, Fine Greens & Avocado",Mixed Salad,Mixed Salad (0.59),Spinach (0.54),Pasta Salad (0.53),False
Rema1000,PURLØG,9.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306708/image/1726664839/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,purløg,Chives,Herbs & Flavour Enhancers,Chives Herbs & Flavour Enhancers,Chives Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.42),Vegetable Juice (0.35),Fruit Mix (0.35),False
Rema1000,PERSILLE,9.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306712/image/1726664885/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,persille,parsley,Herbs & Flavour Enhancers,parsley Herbs & Flavour Enhancers,parsley Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.44),Berries (0.37),Garlic (0.35),False
Rema1000,ØKO. BASILIKUM,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306783/image/1726665092/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,basilikum,basil,Herbs & Flavour Enhancers,basil Herbs & Flavour Enhancers,basil Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.49),Vegetable Juice (0.32),Flavored Water (0.31),False
Rema1000,KARSE,7.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306720/image/1618572795/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,karse,Cress,Herbs & Flavour Enhancers,Cress Herbs & Flavour Enhancers,Cress Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.44),Fruit Mix (0.36),Fruit Juice (Mixed) (0.36),False
Rema1000,DILD,9.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306706/image/1726664787/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,dild,dill,Herbs & Flavour Enhancers,dill Herbs & Flavour Enhancers,dill Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.45),Flavored Water (0.37),Fruit Juice (Mixed) (0.35),False
Rema1000,ØKO. INGEFÆR,14.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306880/image/1683641366/170.jpg,https://shop.rema1000.dk/frugt-gront,200,GR.,2025-04-27,ingefær,Ginger,Herbs & Flavour Enhancers,Ginger Herbs & Flavour Enhancers,Ginger Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.49),Fruit Juice (Mixed) (0.37),Berry Juice (0.37),False
Rema1000,ØKO. TIMIAN,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306794/image/1726665770/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,timian,thyme,Herbs & Flavour Enhancers,thyme Herbs & Flavour Enhancers,thyme Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.48),Yogurt (0.31),Flavored Water (0.31),False
Rema1000,ØKO. KORIANDER,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306786/image/1726665475/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,koriander,Coriander,Herbs & Flavour Enhancers,Coriander Herbs & Flavour Enhancers,Coriander Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.44),Berries (0.35),Garlic (0.33),False
Rema1000,ØKO. CHILI MIX,14.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306395/image/1732200463/170.jpg,https://shop.rema1000.dk/frugt-gront,70,GR.,2025-04-27,chili mix,chili mix,Herbs & Flavour Enhancers,chili mix Herbs & Flavour Enhancers,chili mix Herbs & Flavour Enhancers,Chili Peppers,Chili Peppers (0.52),Herbal Tea (0.42),Fruit Mix (0.42),False
Rema1000,ØKO. ROSMARIN,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306793/image/1726665711/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,rosmarin,Rosemary,Herbs & Flavour Enhancers,Rosemary Herbs & Flavour Enhancers,Rosemary Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.45),Garlic (0.36),Berries (0.34),False
Rema1000,ØKO. MYNTE,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306792/image/1726665663/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,mynte,mint,Herbs & Flavour Enhancers,mint Herbs & Flavour Enhancers,mint Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.51),Multivitamin Juice (0.36),Berry Juice (0.34),False
Rema1000,ØKO. PERSILLE,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306715/image/1726664938/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,persille,parsley,Herbs & Flavour Enhancers,parsley Herbs & Flavour Enhancers,parsley Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.44),Berries (0.37),Garlic (0.35),False
Rema1000,ØKO. PERSILLE BREDBL.,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306719/image/1726664993/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,persille bredbl,parsley broadbl,Herbs & Flavour Enhancers,parsley broadbl Herbs & Flavour Enhancers,parsley broadbl Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.45),Berries (0.36),Blueberries (0.33),False
Rema1000,ØKO. ESTRAGON,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306790/image/1726665532/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,estragon,estragon,Herbs & Flavour Enhancers,estragon Herbs & Flavour Enhancers,estragon Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.43),Fruit Mix (0.36),Berry Juice (0.35),False
Rema1000,ØKO. GURKEMEJEROD,13.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306878/image/1684244250/170.jpg,https://shop.rema1000.dk/frugt-gront,50,GR.,2025-04-27,gurkemejerod,Turmeric/curcuma,Herbs & Flavour Enhancers,Turmeric/curcuma Herbs & Flavour Enhancers,Turmeric/curcuma Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.44),Cucumber (0.34),Fruit Juice (Mixed) (0.30),False
Rema1000,ØKO. OREGANO,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306791/image/1726665581/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,oregano,oregano,Herbs & Flavour Enhancers,oregano Herbs & Flavour Enhancers,oregano Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.45),Garlic (0.33),Flavored Water (0.31),False
Rema1000,ØKO. BRØNDKARSE,15.0,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306780/image/1738061169/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,brøndkarse,Gherkins,Herbs & Flavour Enhancers,Gherkins Herbs & Flavour Enhancers,Gherkins Herbs & Flavour Enhancers,Herbal Tea,Herbal Tea (0.41),Vegetable Juice (0.35),Berry Juice (0.34),False
Rema1000,GULERØDDER,11.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306520/image/1726578050/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,2025-04-27,gulerødder,Carrots,Coarse Vegetables,Carrots Coarse Vegetables,Carrots Coarse Vegetables,Carrots,Carrots (0.79),Frozen Vegetables (0.52),Cabbage (0.52),False
Rema1000,ØKO. GULERØDDER,1.13,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306575/image/1618572779/170.jpg,https://shop.rema1000.dk/frugt-gront,0.08,KG.,2025-04-27,gulerødder,Carrots,Coarse Vegetables,Carrots Coarse Vegetables,Carrots Coarse Vegetables,Carrots,Carrots (0.79),Frozen Vegetables (0.52),Cabbage (0.52),False
Rema1000,PORRER,6.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306600/image/1618572781/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,porrer,leeks,Coarse Vegetables,leeks Coarse Vegetables,leeks Coarse Vegetables,Cabbage,Cabbage (0.46),Frozen Vegetables (0.45),Carrots (0.44),False
Rema1000,ØKO. GULERØDDER,14.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306570/image/1726578284/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,2025-04-27,gulerødder,Carrots,Coarse Vegetables,Carrots Coarse Vegetables,Carrots Coarse Vegetables,Carrots,Carrots (0.79),Frozen Vegetables (0.52),Cabbage (0.52),False
Rema1000,ØKO. SNACK GULERØDDER,8.5,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306542/image/1726578149/170.jpg,https://shop.rema1000.dk/frugt-gront,200,GR.,2025-04-27,snack gulerødder,Snack carrots,Coarse Vegetables,Snack carrots Coarse Vegetables,Snack carrots Coarse Vegetables,Carrots,Carrots (0.72),Frozen Vegetables (0.54),Frozen Mixed Vegetables (0.52),False
Rema1000,BROCCOLI,14.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306300/image/1618572762/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,broccoli,broccoli,Coarse Vegetables,broccoli Coarse Vegetables,broccoli Coarse Vegetables,Broccoli,Broccoli (0.77),Cabbage (0.47),Frozen Mixed Vegetables (0.47),False
Rema1000,MAJS,9.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306468/image/1618572773/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,majs,maize,Coarse Vegetables,maize Coarse Vegetables,maize Coarse Vegetables,Corn,Corn (0.52),Frozen Mixed Vegetables (0.47),Tomatoes (0.44),False
Rema1000,ØKO. BROCCOLI,17.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306325/image/1635852918/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,broccoli,broccoli,Coarse Vegetables,broccoli Coarse Vegetables,broccoli Coarse Vegetables,Broccoli,Broccoli (0.77),Cabbage (0.47),Frozen Mixed Vegetables (0.47),False
Rema1000,ØKO. PASTINAKKER,1.88,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306639/image/1618572785/170.jpg,https://shop.rema1000.dk/frugt-gront,0.13,KG.,2025-04-27,pastinakker,Parsnips,Coarse Vegetables,Parsnips Coarse Vegetables,Parsnips Coarse Vegetables,Parsnips,Frozen Vegetables (0.46),Carrots (0.45),Frozen Mixed Vegetables (0.45),False
Rema1000,MINI GULERØDDER,5.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306549/image/1738933725/170.jpg,https://shop.rema1000.dk/frugt-gront,500,GR.,2025-04-27,mini gulerødder,"Carrots, mini-carrots",Coarse Vegetables,"Carrots, mini-carrots Coarse Vegetables","Carrots, mini-carrots Coarse Vegetables",Carrots,Carrots (0.76),Frozen Vegetables (0.51),Frozen Mixed Vegetables (0.50),False
Rema1000,ØKO. MINI GULERØDDER,6.5,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306548/image/1676450505/170.jpg,https://shop.rema1000.dk/frugt-gront,500,GR.,2025-04-27,mini gulerødder,"Carrots, mini-carrots",Coarse Vegetables,"Carrots, mini-carrots Coarse Vegetables","Carrots, mini-carrots Coarse Vegetables",Carrots,Carrots (0.76),Frozen Vegetables (0.51),Frozen Mixed Vegetables (0.50),False
Rema1000,ØKO. RØDBEDER,1.5,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306648/image/1618572786/170.jpg,https://shop.rema1000.dk/frugt-gront,0.1,KG.,2025-04-27,rødbeder,Beetroot,Coarse Vegetables,Beetroot Coarse Vegetables,Beetroot Coarse Vegetables,Vegetable Juice,Vegetable Juice (0.46),Frozen Mixed Vegetables (0.40),Cabbage (0.40),False
Rema1000,ØKO. JORDSKOKKER,1.5,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306642/image/1618572785/170.jpg,https://shop.rema1000.dk/frugt-gront,0.1,KG.,2025-04-27,jordskokker,Jerusalem artichokes,Coarse Vegetables,Jerusalem artichokes Coarse Vegetables,Jerusalem artichokes Coarse Vegetables,Artichokes,Frozen Mixed Vegetables (0.41),Frozen Vegetables (0.40),Potatoes (0.39),False
Rema1000,ØKO. BLOMKÅL,20.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306270/image/1618572761/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,blomkål,cauliflower,Coarse Vegetables,cauliflower Coarse Vegetables,cauliflower Coarse Vegetables,Cauliflower,Cauliflower (0.79),Broccoli (0.49),Cabbage (0.48),False
Rema1000,BØNNER,14.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306829/image/1737099112/170.jpg,https://shop.rema1000.dk/frugt-gront,150,GR.,2025-04-27,bønner,beans,Coarse Vegetables,beans Coarse Vegetables,beans Coarse Vegetables,Baked Beans,Baked Beans (0.61),Coffee Beans (0.52),Vegetable Juice (0.49),False
Rema1000,AUBERGINE,10.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306872/image/1618572808/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,aubergine,eggplant,Coarse Vegetables,eggplant Coarse Vegetables,eggplant Coarse Vegetables,Eggplant,Frozen Mixed Vegetables (0.49),Frozen Vegetables (0.47),Cabbage (0.43),False
Rema1000,FENNIKEL,11.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306676/image/1618572790/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,fennikel,Fennel,Coarse Vegetables,Fennel Coarse Vegetables,Fennel Coarse Vegetables,Fennel,Frozen Vegetables (0.46),Frozen Mixed Vegetables (0.44),Corn (0.41),False
Rema1000,ØKO. RØDBEDER,13.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306645/image/1726664664/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,2025-04-27,rødbeder,Beetroot,Coarse Vegetables,Beetroot Coarse Vegetables,Beetroot Coarse Vegetables,Vegetable Juice,Vegetable Juice (0.46),Frozen Mixed Vegetables (0.40),Cabbage (0.40),False
Rema1000,PERSILLERØDDER,13.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306604/image/1723553853/170.jpg,https://shop.rema1000.dk/frugt-gront,750,GR.,2025-04-27,persillerødder,Parsley roots,Coarse Vegetables,Parsley roots Coarse Vegetables,Parsley roots Coarse Vegetables,Parsley,Frozen Mixed Vegetables (0.39),Frozen Vegetables (0.39),Vegetable Juice (0.38),False
Rema1000,"SELLERI "" VEJ SELV """,16.0,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306622/image/1618572783/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,2025-04-27,selleri vej selv,celery road itself,Coarse Vegetables,celery road itself Coarse Vegetables,celery road itself Coarse Vegetables,Cauliflower,Cauliflower (0.44),Carrots (0.39),Cabbage (0.39),False
Rema1000,SPIDSKÅL,15.0,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306594/image/1618572781/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,spidskål,Chinese cabbages/pe-tsai,Cabbage,Chinese cabbages/pe-tsai Cabbage,Chinese cabbages/pe-tsai Cabbage,Cabbage,Cabbage (0.72),Cauliflower (0.47),Carrots (0.46),False
Rema1000,ØKO. SPIDSKÅL,18.0,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306618/image/1618572782/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,spidskål,Chinese cabbages/pe-tsai,Cabbage,Chinese cabbages/pe-tsai Cabbage,Chinese cabbages/pe-tsai Cabbage,Cabbage,Cabbage (0.72),Cauliflower (0.47),Carrots (0.46),False
Rema1000,ROSENKÅL,16.0,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306660/image/1618572787/170.jpg,https://shop.rema1000.dk/frugt-gront,400,GR.,2025-04-27,rosenkål,Brussels sprouts,Cabbage,Brussels sprouts Cabbage,Brussels sprouts Cabbage,Cabbage,Cabbage (0.72),Broccoli (0.55),Cauliflower (0.48),False
Rema1000,BLOMKÅL,16.0,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306255/image/1618572760/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,blomkål,cauliflower,Cabbage,cauliflower Cabbage,cauliflower Cabbage,Cauliflower,Cauliflower (0.85),Cabbage (0.77),Broccoli (0.59),False
Rema1000,PAK CHOI,16.0,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306582/image/1618572780/170.jpg,https://shop.rema1000.dk/frugt-gront,300,GR.,2025-04-27,pak choi,pak choi,Cabbage,pak choi Cabbage,pak choi Cabbage,Cabbage,Cabbage (0.69),Cauliflower (0.44),Carrots (0.42),False
Rema1000,KINAKÅL,18.0,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306199/image/1674553855/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,kinakål,Chinese cabbage,Cabbage,Chinese cabbage Cabbage,Chinese cabbage Cabbage,Cabbage,Cabbage (0.85),Broccoli (0.52),Cauliflower (0.49),False
Rema1000,LØSE KARTOFLER,0.7,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306919/image/1618572815/170.jpg,https://shop.rema1000.dk/frugt-gront,0.07,KG.,2025-04-27,løse kartofler,Loose potatoes,Potatoes & Onions,Loose potatoes Potatoes & Onions,Loose potatoes Potatoes & Onions,Potatoes,Potatoes (0.66),Onions (0.56),Tinned Tomatoes (0.37),False
Rema1000,NYE UDL. KARTOFLER,15.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306909/image/1741183985/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,2025-04-27,nye udl kartofler,New potatoes,Potatoes & Onions,New potatoes Potatoes & Onions,New potatoes Potatoes & Onions,Potatoes,Potatoes (0.73),Onions (0.61),Tomatoes (0.41),False
Rema1000,LØG,12.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306960/image/1727272956/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,2025-04-27,løg,onions,Potatoes & Onions,onions Potatoes & Onions,onions Potatoes & Onions,Onions,Onions (0.83),Potatoes (0.69),Tomatoes (0.48),False
Rema1000,RØDLØG,8.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306958/image/1727272996/170.jpg,https://shop.rema1000.dk/frugt-gront,500,GR.,2025-04-27,rødløg,red onions,Potatoes & Onions,red onions Potatoes & Onions,red onions Potatoes & Onions,Onions,Onions (0.75),Potatoes (0.63),Garlic (0.45),False
Rema1000,KARTOFLER,8.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306983/image/1737632083/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,2025-04-27,kartofler,potatoes,Potatoes & Onions,potatoes Potatoes & Onions,potatoes Potatoes & Onions,Potatoes,Potatoes (0.80),Onions (0.68),Tomatoes (0.46),False
Rema1000,HVIDLØG I NET,6.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306890/image/1618572811/170.jpg,https://shop.rema1000.dk/frugt-gront,90,GR.,2025-04-27,hvidløg i net,garlic in nets,Potatoes & Onions,garlic in nets Potatoes & Onions,garlic in nets Potatoes & Onions,Garlic,Garlic (0.68),Onions (0.62),Potatoes (0.56),False
Rema1000,ØKO. KARTOFLER,18.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306984/image/1742397748/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,2025-04-27,kartofler,potatoes,Potatoes & Onions,potatoes Potatoes & Onions,potatoes Potatoes & Onions,Potatoes,Potatoes (0.80),Onions (0.68),Tomatoes (0.46),False
Rema1000,VILDMOSE KARTOFLER,24.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306907/image/1727184082/170.jpg,https://shop.rema1000.dk/frugt-gront,2,KG.,2025-04-27,vildmose kartofler,Wild bog potatoes,Potatoes & Onions,Wild bog potatoes Potatoes & Onions,Wild bog potatoes Potatoes & Onions,Potatoes,Potatoes (0.70),Onions (0.53),Baked Beans (0.41),False
Rema1000,BAGEKARTOFLER,20.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306916/image/1725608896/170.jpg,https://shop.rema1000.dk/frugt-gront,1.5,KG.,2025-04-27,bagekartofler,baking potatoes,Potatoes & Onions,baking potatoes Potatoes & Onions,baking potatoes Potatoes & Onions,Potatoes,Potatoes (0.64),Onions (0.54),Baked Beans (0.42),False
Rema1000,NYE UDL. KARTOFLER,10.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306945/image/1618572819/170.jpg,https://shop.rema1000.dk/frugt-gront,650,GR.,2025-04-27,nye udl kartofler,New potatoes,Potatoes & Onions,New potatoes Potatoes & Onions,New potatoes Potatoes & Onions,Potatoes,Potatoes (0.73),Onions (0.61),Tomatoes (0.41),False
Rema1000,ØKO. HVIDLØG,5.5,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306950/image/1618572819/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,2025-04-27,hvidløg,garlic,Potatoes & Onions,garlic Potatoes & Onions,garlic Potatoes & Onions,Onions,Onions (0.69),Garlic (0.69),Potatoes (0.64),False
Rema1000,"KARTOFLER, SMÅ",12.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306941/image/1743082056/170.jpg,https://shop.rema1000.dk/frugt-gront,650,GR.,2025-04-27,"kartofler, små","potatoes, small",Potatoes & Onions,"potatoes, small Potatoes & Onions","potatoes, small Potatoes & Onions",Potatoes,Potatoes (0.77),Onions (0.63),Tomatoes (0.46),False
Rema1000,ØKO. LØG,12.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306968/image/1618572821/170.jpg,https://shop.rema1000.dk/frugt-gront,750,GR.,2025-04-27,løg,onions,Potatoes & Onions,onions Potatoes & Onions,onions Potatoes & Onions,Onions,Onions (0.83),Potatoes (0.69),Tomatoes (0.48),False
Rema1000,ASPARGES KARTOFLER,15.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306913/image/1725608850/170.jpg,https://shop.rema1000.dk/frugt-gront,650,GR.,2025-04-27,asparges kartofler,Asparagus potatoes,Potatoes & Onions,Asparagus potatoes Potatoes & Onions,Asparagus potatoes Potatoes & Onions,Potatoes,Potatoes (0.65),Onions (0.60),Tomatoes (0.40),False
Rema1000,SØDE KARTOFLER,14.0,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306896/image/1643874722/170.jpg,https://shop.rema1000.dk/frugt-gront,500,GR.,2025-04-27,søde kartofler,Sweet potatoes,Potatoes & Onions,Sweet potatoes Potatoes & Onions,Sweet potatoes Potatoes & Onions,Potatoes,Potatoes (0.71),Onions (0.61),Tomatoes (0.40),False
