Retail,Name,Category,Img,Link,Price,Quantity,Unit,Date of Update,Name Cleaned,Translated Name Cleaned,Category (EN),Context Name,Product,Best Category,Top 1,Top 2,Top 3
Rema1000,GYROS KEBAB,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45052/image/1739210408/170.jpg,https://shop.rema1000.dk/frost,32.95,300,GR.,2025-06-01,gyros kebab,Gyros kebab,MEAT & POULTRY,Gyros kebab MEAT & POULTRY,Gyros kebab MEAT & POULTRY,Pork Mince,Pork Mince (0.38),Chicken Breast (0.38),Ketchup (0.38)
Rema1000,GYROS KEBAB,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45052/image/1739210408/170.jpg,https://shop.rema1000.dk/frost,32.95,300,GR.,2025-06-01,gyros kebab,Gyros kebab,MEAT & POULTRY,Gyros kebab MEAT & POULTRY,Gyros kebab MEAT & POULTRY,Pork Mince,Pork Mince (0.38),Chicken Breast (0.38),Ketchup (0.38)
Rema1000,GYROS KEBAB,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45052/image/1739210408/170.jpg,https://shop.rema1000.dk/frost,32.95,300,GR.,2025-06-01,gyros kebab,Gyros kebab,MEAT & POULTRY,Gyros kebab MEAT & POULTRY,Gyros kebab MEAT & POULTRY,Pork Mince,Pork Mince (0.38),Chicken Breast (0.38),Ketchup (0.38)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,MIDDAGSKØDBOLLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45039/image/1672222446/170.jpg,https://shop.rema1000.dk/frost,31.95,500,GR.,2025-06-01,middagskødboller,Dinner meatballs,MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Dinner meatballs MEAT & POULTRY,Beef Steak,Beef Steak (0.49),Sausage (0.48),Ready Meals (0.46)
Rema1000,KYLLING CORDON BLEU,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250302/image/1618572399/170.jpg,https://shop.rema1000.dk/frost,29.95,300,GR.,2025-06-01,kylling cordon bleu,Chicken cordon bleu,MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken Breast,Chicken Breast (0.50),Chicken Mixed Cuts (0.50),Pork Mince (0.45)
Rema1000,KYLLING CORDON BLEU,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250302/image/1618572399/170.jpg,https://shop.rema1000.dk/frost,29.95,300,GR.,2025-06-01,kylling cordon bleu,Chicken cordon bleu,MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken Breast,Chicken Breast (0.50),Chicken Mixed Cuts (0.50),Pork Mince (0.45)
Rema1000,KYLLING CORDON BLEU,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250302/image/1618572399/170.jpg,https://shop.rema1000.dk/frost,29.95,300,GR.,2025-06-01,kylling cordon bleu,Chicken cordon bleu,MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken Breast,Chicken Breast (0.50),Chicken Mixed Cuts (0.50),Pork Mince (0.45)
Rema1000,KYLLING CORDON BLEU,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250302/image/1618572399/170.jpg,https://shop.rema1000.dk/frost,29.95,300,GR.,2025-06-01,kylling cordon bleu,Chicken cordon bleu,MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken Breast,Chicken Breast (0.50),Chicken Mixed Cuts (0.50),Pork Mince (0.45)
Rema1000,KYLLING CORDON BLEU,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250302/image/1618572399/170.jpg,https://shop.rema1000.dk/frost,29.95,300,GR.,2025-06-01,kylling cordon bleu,Chicken cordon bleu,MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken cordon bleu MEAT & POULTRY,Chicken Breast,Chicken Breast (0.50),Chicken Mixed Cuts (0.50),Pork Mince (0.45)
Rema1000,LEVERPOSTEJ,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430014/image/1618576424/170.jpg,https://shop.rema1000.dk/frost,7.95,250,GR.,2025-06-01,leverpostej,liver pâté,MEAT & POULTRY,liver pâté MEAT & POULTRY,liver pâté MEAT & POULTRY,Liver Pâté,Liver Pâté (0.76),Pork Mince (0.42),Chicken Mixed Cuts (0.39)
Rema1000,LEVERPOSTEJ,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430014/image/1618576424/170.jpg,https://shop.rema1000.dk/frost,7.95,250,GR.,2025-06-01,leverpostej,liver pâté,MEAT & POULTRY,liver pâté MEAT & POULTRY,liver pâté MEAT & POULTRY,Liver Pâté,Liver Pâté (0.76),Pork Mince (0.42),Chicken Mixed Cuts (0.39)
Rema1000,LEVERPOSTEJ,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430014/image/1618576424/170.jpg,https://shop.rema1000.dk/frost,7.95,250,GR.,2025-06-01,leverpostej,liver pâté,MEAT & POULTRY,liver pâté MEAT & POULTRY,liver pâté MEAT & POULTRY,Liver Pâté,Liver Pâté (0.76),Pork Mince (0.42),Chicken Mixed Cuts (0.39)
Rema1000,LEVERPOSTEJ,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430014/image/1618576424/170.jpg,https://shop.rema1000.dk/frost,7.95,250,GR.,2025-06-01,leverpostej,liver pâté,MEAT & POULTRY,liver pâté MEAT & POULTRY,liver pâté MEAT & POULTRY,Liver Pâté,Liver Pâté (0.76),Pork Mince (0.42),Chicken Mixed Cuts (0.39)
Rema1000,LEVERPOSTEJ,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430014/image/1618576424/170.jpg,https://shop.rema1000.dk/frost,7.95,250,GR.,2025-06-01,leverpostej,liver pâté,MEAT & POULTRY,liver pâté MEAT & POULTRY,liver pâté MEAT & POULTRY,Liver Pâté,Liver Pâté (0.76),Pork Mince (0.42),Chicken Mixed Cuts (0.39)
Rema1000,KYLLINGEBURGERBØFFER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250330/image/1618572401/170.jpg,https://shop.rema1000.dk/frost,39.95,450,GR.,2025-06-01,kyllingeburgerbøffer,Chicken burger steaks,MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Beef Steak,Beef Steak (0.66),Chicken Breast (0.49),Pork Chops (0.48)
Rema1000,KYLLINGEBURGERBØFFER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250330/image/1618572401/170.jpg,https://shop.rema1000.dk/frost,39.95,450,GR.,2025-06-01,kyllingeburgerbøffer,Chicken burger steaks,MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Beef Steak,Beef Steak (0.66),Chicken Breast (0.49),Pork Chops (0.48)
Rema1000,KYLLINGEBURGERBØFFER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250330/image/1618572401/170.jpg,https://shop.rema1000.dk/frost,39.95,450,GR.,2025-06-01,kyllingeburgerbøffer,Chicken burger steaks,MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Beef Steak,Beef Steak (0.66),Chicken Breast (0.49),Pork Chops (0.48)
Rema1000,KYLLINGEBURGERBØFFER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250330/image/1618572401/170.jpg,https://shop.rema1000.dk/frost,39.95,450,GR.,2025-06-01,kyllingeburgerbøffer,Chicken burger steaks,MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Beef Steak,Beef Steak (0.66),Chicken Breast (0.49),Pork Chops (0.48)
Rema1000,KYLLINGEBURGERBØFFER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250330/image/1618572401/170.jpg,https://shop.rema1000.dk/frost,39.95,450,GR.,2025-06-01,kyllingeburgerbøffer,Chicken burger steaks,MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Chicken burger steaks MEAT & POULTRY,Beef Steak,Beef Steak (0.66),Chicken Breast (0.49),Pork Chops (0.48)
Rema1000,KYLLINGESPYD,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250343/image/1618572402/170.jpg,https://shop.rema1000.dk/frost,32.95,240,GR.,2025-06-01,kyllingespyd,chicken spears,MEAT & POULTRY,chicken spears MEAT & POULTRY,chicken spears MEAT & POULTRY,Chicken Breast,Chicken Breast (0.57),Chicken Drumsticks (0.54),Chicken Mixed Cuts (0.51)
Rema1000,KYLLINGESPYD,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250343/image/1618572402/170.jpg,https://shop.rema1000.dk/frost,32.95,240,GR.,2025-06-01,kyllingespyd,chicken spears,MEAT & POULTRY,chicken spears MEAT & POULTRY,chicken spears MEAT & POULTRY,Chicken Breast,Chicken Breast (0.57),Chicken Drumsticks (0.54),Chicken Mixed Cuts (0.51)
Rema1000,KYLLINGESPYD,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250343/image/1618572402/170.jpg,https://shop.rema1000.dk/frost,32.95,240,GR.,2025-06-01,kyllingespyd,chicken spears,MEAT & POULTRY,chicken spears MEAT & POULTRY,chicken spears MEAT & POULTRY,Chicken Breast,Chicken Breast (0.57),Chicken Drumsticks (0.54),Chicken Mixed Cuts (0.51)
Rema1000,KYLLINGESPYD,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250343/image/1618572402/170.jpg,https://shop.rema1000.dk/frost,32.95,240,GR.,2025-06-01,kyllingespyd,chicken spears,MEAT & POULTRY,chicken spears MEAT & POULTRY,chicken spears MEAT & POULTRY,Chicken Breast,Chicken Breast (0.57),Chicken Drumsticks (0.54),Chicken Mixed Cuts (0.51)
Rema1000,KYLLINGESPYD,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250343/image/1618572402/170.jpg,https://shop.rema1000.dk/frost,32.95,240,GR.,2025-06-01,kyllingespyd,chicken spears,MEAT & POULTRY,chicken spears MEAT & POULTRY,chicken spears MEAT & POULTRY,Chicken Breast,Chicken Breast (0.57),Chicken Drumsticks (0.54),Chicken Mixed Cuts (0.51)
Rema1000,DÖNER KEBAB,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45002/image/1675949094/170.jpg,https://shop.rema1000.dk/frost,39.95,400,GR.,2025-06-01,döner kebab,döner kebab,MEAT & POULTRY,döner kebab MEAT & POULTRY,döner kebab MEAT & POULTRY,Pork Mince,Pork Mince (0.41),Pork Chops (0.41),Chicken Mixed Cuts (0.40)
Rema1000,DÖNER KEBAB,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45002/image/1675949094/170.jpg,https://shop.rema1000.dk/frost,39.95,400,GR.,2025-06-01,döner kebab,döner kebab,MEAT & POULTRY,döner kebab MEAT & POULTRY,döner kebab MEAT & POULTRY,Pork Mince,Pork Mince (0.41),Pork Chops (0.41),Chicken Mixed Cuts (0.40)
Rema1000,DÖNER KEBAB,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45002/image/1675949094/170.jpg,https://shop.rema1000.dk/frost,39.95,400,GR.,2025-06-01,döner kebab,döner kebab,MEAT & POULTRY,döner kebab MEAT & POULTRY,döner kebab MEAT & POULTRY,Pork Mince,Pork Mince (0.41),Pork Chops (0.41),Chicken Mixed Cuts (0.40)
Rema1000,DÖNER KEBAB,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45002/image/1675949094/170.jpg,https://shop.rema1000.dk/frost,39.95,400,GR.,2025-06-01,döner kebab,döner kebab,MEAT & POULTRY,döner kebab MEAT & POULTRY,döner kebab MEAT & POULTRY,Pork Mince,Pork Mince (0.41),Pork Chops (0.41),Chicken Mixed Cuts (0.40)
Rema1000,DÖNER KEBAB,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45002/image/1675949094/170.jpg,https://shop.rema1000.dk/frost,39.95,400,GR.,2025-06-01,döner kebab,döner kebab,MEAT & POULTRY,döner kebab MEAT & POULTRY,döner kebab MEAT & POULTRY,Pork Mince,Pork Mince (0.41),Pork Chops (0.41),Chicken Mixed Cuts (0.40)
Rema1000,SMOKEY BBQ WINGS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250067/image/1672222509/170.jpg,https://shop.rema1000.dk/frost,37.95,600,GR.,2025-06-01,smokey bbq wings,smokey bbq wings,MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,Pork Chops,Pork Chops (0.44),Beef Steak (0.42),Chicken Drumsticks (0.42)
Rema1000,SMOKEY BBQ WINGS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250067/image/1672222509/170.jpg,https://shop.rema1000.dk/frost,37.95,600,GR.,2025-06-01,smokey bbq wings,smokey bbq wings,MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,Pork Chops,Pork Chops (0.44),Beef Steak (0.42),Chicken Drumsticks (0.42)
Rema1000,SMOKEY BBQ WINGS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250067/image/1672222509/170.jpg,https://shop.rema1000.dk/frost,37.95,600,GR.,2025-06-01,smokey bbq wings,smokey bbq wings,MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,Pork Chops,Pork Chops (0.44),Beef Steak (0.42),Chicken Drumsticks (0.42)
Rema1000,SMOKEY BBQ WINGS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250067/image/1672222509/170.jpg,https://shop.rema1000.dk/frost,37.95,600,GR.,2025-06-01,smokey bbq wings,smokey bbq wings,MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,Pork Chops,Pork Chops (0.44),Beef Steak (0.42),Chicken Drumsticks (0.42)
Rema1000,SMOKEY BBQ WINGS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250067/image/1672222509/170.jpg,https://shop.rema1000.dk/frost,37.95,600,GR.,2025-06-01,smokey bbq wings,smokey bbq wings,MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,smokey bbq wings MEAT & POULTRY,Pork Chops,Pork Chops (0.44),Beef Steak (0.42),Chicken Drumsticks (0.42)
Rema1000,MINI FRIKADELLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45046/image/1706177983/170.jpg,https://shop.rema1000.dk/frost,32.95,400,GR.,2025-06-01,mini frikadeller,mini meatballs,MEAT & POULTRY,mini meatballs MEAT & POULTRY,mini meatballs MEAT & POULTRY,Beef Mince,Beef Mince (0.51),Pork Mince (0.50),Sausage (0.47)
Rema1000,MINI FRIKADELLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45046/image/1706177983/170.jpg,https://shop.rema1000.dk/frost,32.95,400,GR.,2025-06-01,mini frikadeller,mini meatballs,MEAT & POULTRY,mini meatballs MEAT & POULTRY,mini meatballs MEAT & POULTRY,Beef Mince,Beef Mince (0.51),Pork Mince (0.50),Sausage (0.47)
Rema1000,MINI FRIKADELLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45046/image/1706177983/170.jpg,https://shop.rema1000.dk/frost,32.95,400,GR.,2025-06-01,mini frikadeller,mini meatballs,MEAT & POULTRY,mini meatballs MEAT & POULTRY,mini meatballs MEAT & POULTRY,Beef Mince,Beef Mince (0.51),Pork Mince (0.50),Sausage (0.47)
Rema1000,MINI FRIKADELLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45046/image/1706177983/170.jpg,https://shop.rema1000.dk/frost,32.95,400,GR.,2025-06-01,mini frikadeller,mini meatballs,MEAT & POULTRY,mini meatballs MEAT & POULTRY,mini meatballs MEAT & POULTRY,Beef Mince,Beef Mince (0.51),Pork Mince (0.50),Sausage (0.47)
Rema1000,MINI FRIKADELLER,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/45046/image/1706177983/170.jpg,https://shop.rema1000.dk/frost,32.95,400,GR.,2025-06-01,mini frikadeller,mini meatballs,MEAT & POULTRY,mini meatballs MEAT & POULTRY,mini meatballs MEAT & POULTRY,Beef Mince,Beef Mince (0.51),Pork Mince (0.50),Sausage (0.47)
Rema1000,KYLLINGEBRYSTFILET,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250961/image/1671098655/170.jpg,https://shop.rema1000.dk/frost,59.95,750,GR.,2025-06-01,kyllingebrystfilet,chicken breast fillet,MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,Chicken Breast,Chicken Breast (0.70),Chicken Mixed Cuts (0.55),Fish Fillet (0.53)
Rema1000,KYLLINGEBRYSTFILET,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250961/image/1671098655/170.jpg,https://shop.rema1000.dk/frost,59.95,750,GR.,2025-06-01,kyllingebrystfilet,chicken breast fillet,MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,Chicken Breast,Chicken Breast (0.70),Chicken Mixed Cuts (0.55),Fish Fillet (0.53)
Rema1000,KYLLINGEBRYSTFILET,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250961/image/1671098655/170.jpg,https://shop.rema1000.dk/frost,59.95,750,GR.,2025-06-01,kyllingebrystfilet,chicken breast fillet,MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,Chicken Breast,Chicken Breast (0.70),Chicken Mixed Cuts (0.55),Fish Fillet (0.53)
Rema1000,KYLLINGEBRYSTFILET,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250961/image/1671098655/170.jpg,https://shop.rema1000.dk/frost,59.95,750,GR.,2025-06-01,kyllingebrystfilet,chicken breast fillet,MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,Chicken Breast,Chicken Breast (0.70),Chicken Mixed Cuts (0.55),Fish Fillet (0.53)
Rema1000,KYLLINGEBRYSTFILET,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/250961/image/1671098655/170.jpg,https://shop.rema1000.dk/frost,59.95,750,GR.,2025-06-01,kyllingebrystfilet,chicken breast fillet,MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,chicken breast fillet MEAT & POULTRY,Chicken Breast,Chicken Breast (0.70),Chicken Mixed Cuts (0.55),Fish Fillet (0.53)
Rema1000,SPARERIBS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430001/image/1710838574/170.jpg,https://shop.rema1000.dk/frost,99.0,1200,GR.,2025-06-01,spareribs,Saveribs,MEAT & POULTRY,Saveribs MEAT & POULTRY,Saveribs MEAT & POULTRY,Beef Mince,Beef Mince (0.45),Chicken Mixed Cuts (0.45),Pork Mince (0.44)
Rema1000,SPARERIBS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430001/image/1710838574/170.jpg,https://shop.rema1000.dk/frost,99.0,1200,GR.,2025-06-01,spareribs,Saveribs,MEAT & POULTRY,Saveribs MEAT & POULTRY,Saveribs MEAT & POULTRY,Beef Mince,Beef Mince (0.45),Chicken Mixed Cuts (0.45),Pork Mince (0.44)
Rema1000,SPARERIBS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430001/image/1710838574/170.jpg,https://shop.rema1000.dk/frost,99.0,1200,GR.,2025-06-01,spareribs,Saveribs,MEAT & POULTRY,Saveribs MEAT & POULTRY,Saveribs MEAT & POULTRY,Beef Mince,Beef Mince (0.45),Chicken Mixed Cuts (0.45),Pork Mince (0.44)
Rema1000,SPARERIBS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430001/image/1710838574/170.jpg,https://shop.rema1000.dk/frost,99.0,1200,GR.,2025-06-01,spareribs,Saveribs,MEAT & POULTRY,Saveribs MEAT & POULTRY,Saveribs MEAT & POULTRY,Beef Mince,Beef Mince (0.45),Chicken Mixed Cuts (0.45),Pork Mince (0.44)
Rema1000,SPARERIBS,KØD & FJERKRÆ,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/430001/image/1710838574/170.jpg,https://shop.rema1000.dk/frost,99.0,1200,GR.,2025-06-01,spareribs,Saveribs,MEAT & POULTRY,Saveribs MEAT & POULTRY,Saveribs MEAT & POULTRY,Beef Mince,Beef Mince (0.45),Chicken Mixed Cuts (0.45),Pork Mince (0.44)
Rema1000,KØD- OG MELBOLLER,SUPPE & SUPPEFYLD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/41165/image/1727956834/170.jpg,https://shop.rema1000.dk/frost,39.95,1000,GR.,2025-06-01,kød- og melboller,meat and meal bollards,SUPPE & SUPPEFYLD,meat and meal bollards SUPPE & SUPPEFYLD,meat and meal bollards SUPPE & SUPPEFYLD,Ready Meals,Ready Meals (0.46),Sausage (0.41),Sandwich Spread (0.40)
Rema1000,KØD- OG MELBOLLER,SUPPE & SUPPEFYLD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/41165/image/1727956834/170.jpg,https://shop.rema1000.dk/frost,39.95,1000,GR.,2025-06-01,kød- og melboller,meat and meal bollards,SUPPE & SUPPEFYLD,meat and meal bollards SUPPE & SUPPEFYLD,meat and meal bollards SUPPE & SUPPEFYLD,Ready Meals,Ready Meals (0.46),Sausage (0.41),Sandwich Spread (0.40)
Rema1000,KØD- OG MELBOLLER,SUPPE & SUPPEFYLD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/41165/image/1727956834/170.jpg,https://shop.rema1000.dk/frost,39.95,1000,GR.,2025-06-01,kød- og melboller,meat and meal bollards,SUPPE & SUPPEFYLD,meat and meal bollards SUPPE & SUPPEFYLD,meat and meal bollards SUPPE & SUPPEFYLD,Ready Meals,Ready Meals (0.46),Sausage (0.41),Sandwich Spread (0.40)
Rema1000,KØD- OG MELBOLLER,SUPPE & SUPPEFYLD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/41165/image/1727956834/170.jpg,https://shop.rema1000.dk/frost,39.95,1000,GR.,2025-06-01,kød- og melboller,meat and meal bollards,SUPPE & SUPPEFYLD,meat and meal bollards SUPPE & SUPPEFYLD,meat and meal bollards SUPPE & SUPPEFYLD,Ready Meals,Ready Meals (0.46),Sausage (0.41),Sandwich Spread (0.40)
