Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Date of update,Name Cleaned,Translated Name Cleaned,Category (EN),Context Name,Product,Best Category,Top 1,Top 2,Top 3
Rema1000,SOLSIKKERUGBRØD,25.5,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61508/image/1618240065/170.jpg,https://shop.rema1000.dk/brod-bavinchi,950,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,25.5,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61508/image/1618240065/170.jpg,https://shop.rema1000.dk/brod-bavinchi,950,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,25.5,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61508/image/1618240065/170.jpg,https://shop.rema1000.dk/brod-bavinchi,950,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,BONDEBRØD,6.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61240/image/1726816742/170.jpg,https://shop.rema1000.dk/brod-bavinchi,400,GR.,,2025-04-27,bondebrød,Peas (with pods),Rye Bread,Peas (with pods) Rye Bread,Peas (with pods) Rye Bread,Rye Bread,Rye Bread (0.72),Peas (0.68),Rye Flour (0.52)
Rema1000,BONDEBRØD,6.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61240/image/1726816742/170.jpg,https://shop.rema1000.dk/brod-bavinchi,400,GR.,,2025-04-27,bondebrød,Peas (with pods),Rye Bread,Peas (with pods) Rye Bread,Peas (with pods) Rye Bread,Rye Bread,Rye Bread (0.72),Peas (0.68),Rye Flour (0.52)
Rema1000,RUGBRØD,20.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61117/image/1718892353/170.jpg,https://shop.rema1000.dk/brod-bavinchi,600,GR.,,2025-04-27,rugbrød,rye bread,Rye Bread,rye bread Rye Bread,rye bread Rye Bread,Rye Bread,Rye Bread (0.92),Rye Flour (0.70),Bread Loaf (0.62)
Rema1000,MØRKT RUGBRØD,5.75,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61206/image/1661867080/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,mørkt rugbrød,Dark rye bread,Rye Bread,Dark rye bread Rye Bread,Dark rye bread Rye Bread,Rye Bread,Rye Bread (0.85),Rye Flour (0.65),Sandwich Bread (0.61)
Rema1000,SOLSIKKERUGBRØD,8.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61201/image/1723796474/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,8.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61201/image/1723796474/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,8.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61201/image/1723796474/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,8.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61201/image/1723796474/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKE,21.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60033/image/1744811894/170.jpg,https://shop.rema1000.dk/brod-bavinchi,750,GR.,,2025-04-27,solsikke,sunflower,Rye Bread,sunflower Rye Bread,sunflower Rye Bread,Rye Bread,Rye Bread (0.80),Rye Flour (0.62),Sandwich Bread (0.59)
Rema1000,SOLSIKKE,21.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60033/image/1744811894/170.jpg,https://shop.rema1000.dk/brod-bavinchi,750,GR.,,2025-04-27,solsikke,sunflower,Rye Bread,sunflower Rye Bread,sunflower Rye Bread,Rye Bread,Rye Bread (0.80),Rye Flour (0.62),Sandwich Bread (0.59)
Rema1000,KERNEGROVBRØD,15.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61523/image/1698670619/170.jpg,https://shop.rema1000.dk/brod-bavinchi,950,GR.,,2025-04-27,kernegrovbrød,Core gravy bread,Rye Bread,Core gravy bread Rye Bread,Core gravy bread Rye Bread,Rye Bread,Rye Bread (0.73),Rye Flour (0.56),Sandwich Bread (0.53)
Rema1000,PROTEINBRØD,25.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60738/image/1732883000/170.jpg,https://shop.rema1000.dk/brod-bavinchi,600,GR.,,2025-04-27,proteinbrød,protein bread,Rye Bread,protein bread Rye Bread,protein bread Rye Bread,Rye Bread,Rye Bread (0.80),Sandwich Bread (0.65),Bread Loaf (0.62)
Rema1000,GULERODSRUGBRØD,25.5,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60601/image/1648999153/170.jpg,https://shop.rema1000.dk/brod-bavinchi,925,GR.,,2025-04-27,gulerodsrugbrød,carrot bread,Rye Bread,carrot bread Rye Bread,carrot bread Rye Bread,Rye Bread,Rye Bread (0.80),Bread Loaf (0.65),Toast Bread (0.63)
Rema1000,SIGNATURBRØD,25.5,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/63144/image/1618240069/170.jpg,https://shop.rema1000.dk/brod-bavinchi,750,GR.,,2025-04-27,signaturbrød,signature bread,Rye Bread,signature bread Rye Bread,signature bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.63),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,13.25,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61505/image/1618240065/170.jpg,https://shop.rema1000.dk/brod-bavinchi,475,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,13.25,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61505/image/1618240065/170.jpg,https://shop.rema1000.dk/brod-bavinchi,475,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,13.25,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61505/image/1618240065/170.jpg,https://shop.rema1000.dk/brod-bavinchi,475,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,13.25,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61505/image/1618240065/170.jpg,https://shop.rema1000.dk/brod-bavinchi,475,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SANDWICHRUGBRØD,15.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61534/image/1686144656/170.jpg,https://shop.rema1000.dk/brod-bavinchi,810,GR.,,2025-04-27,sandwichrugbrød,Sandwich rye bread,Rye Bread,Sandwich rye bread Rye Bread,Sandwich rye bread Rye Bread,Rye Bread,Rye Bread (0.83),Sandwich Bread (0.78),Toast Bread (0.62)
Rema1000,HERKULES,21.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60744/image/1732883033/170.jpg,https://shop.rema1000.dk/brod-bavinchi,1000,GR.,,2025-04-27,herkules,Hercules,Rye Bread,Hercules Rye Bread,Hercules Rye Bread,Rye Bread,Rye Bread (0.71),Bread Loaf (0.57),Sandwich Bread (0.56)
Rema1000,SCHWARZBRØD,8.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61200/image/1726816569/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,schwarzbrød,schwarz bread,Rye Bread,schwarz bread Rye Bread,schwarz bread Rye Bread,Rye Bread,Rye Bread (0.76),Sandwich Bread (0.67),Bread Loaf (0.66)
Rema1000,ØKO. SOLSIKKE,15.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60136/image/1708694438/170.jpg,https://shop.rema1000.dk/brod-bavinchi,700,GR.,,2025-04-27,solsikke,sunflower,Rye Bread,sunflower Rye Bread,sunflower Rye Bread,Rye Bread,Rye Bread (0.80),Rye Flour (0.62),Sandwich Bread (0.59)
Rema1000,ØKO. SOLSIKKE,15.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60136/image/1708694438/170.jpg,https://shop.rema1000.dk/brod-bavinchi,700,GR.,,2025-04-27,solsikke,sunflower,Rye Bread,sunflower Rye Bread,sunflower Rye Bread,Rye Bread,Rye Bread (0.80),Rye Flour (0.62),Sandwich Bread (0.59)
Rema1000,SOLSIKKERUGBRØD,9.75,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61114/image/1744033031/170.jpg,https://shop.rema1000.dk/brod-bavinchi,600,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,9.75,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61114/image/1744033031/170.jpg,https://shop.rema1000.dk/brod-bavinchi,600,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,9.75,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61114/image/1744033031/170.jpg,https://shop.rema1000.dk/brod-bavinchi,600,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,SOLSIKKERUGBRØD,9.75,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61114/image/1744033031/170.jpg,https://shop.rema1000.dk/brod-bavinchi,600,GR.,,2025-04-27,solsikkerugbrød,sunflower-seed bread,Rye Bread,sunflower-seed bread Rye Bread,sunflower-seed bread Rye Bread,Rye Bread,Rye Bread (0.77),Bread Loaf (0.61),Sandwich Bread (0.60)
Rema1000,FULDK. RUGBRØD,14.75,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61242/image/1634108695/170.jpg,https://shop.rema1000.dk/brod-bavinchi,600,GR.,,2025-04-27,fuldk rugbrød,whole rye bread,Rye Bread,whole rye bread Rye Bread,whole rye bread Rye Bread,Rye Bread,Rye Bread (0.85),Rye Flour (0.63),Sandwich Bread (0.61)
Rema1000,BONDEBRØD,23.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/63644/image/1618240070/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,bondebrød,Peas (with pods),Rye Bread,Peas (with pods) Rye Bread,Peas (with pods) Rye Bread,Rye Bread,Rye Bread (0.72),Peas (0.68),Rye Flour (0.52)
Rema1000,BONDEBRØD,23.95,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/63644/image/1618240070/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,bondebrød,Peas (with pods),Rye Bread,Peas (with pods) Rye Bread,Peas (with pods) Rye Bread,Rye Bread,Rye Bread (0.72),Peas (0.68),Rye Flour (0.52)
Rema1000,BALANCE BRØD,22.0,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60650/image/1709290575/170.jpg,https://shop.rema1000.dk/brod-bavinchi,675,GR.,,2025-04-27,balance brød,balance bread,Rye Bread,balance bread Rye Bread,balance bread Rye Bread,Rye Bread,Rye Bread (0.74),Bread Loaf (0.57),Rye Flour (0.54)
Rema1000,FULDK.RUGBRØD,7.75,RUGBRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61205/image/1661867033/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,fuldkrugbrød,full-crust bread,Rye Bread,full-crust bread Rye Bread,full-crust bread Rye Bread,Rye Bread,Rye Bread (0.80),Bread Loaf (0.64),Toast Bread (0.63)
Rema1000,STORE HOTDOGBRØD,14.75,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61251/image/1676472268/170.jpg,https://shop.rema1000.dk/brod-bavinchi,360,GR.,,2025-04-27,store hotdogbrød,Big hot dogbread,Fast Food Bread,Big hot dogbread Fast Food Bread,Big hot dogbread Fast Food Bread,Sandwich Bread,Sandwich Bread (0.62),Crispbread (0.57),Bread Loaf (0.55)
Rema1000,BURGERBOLLER,14.75,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61250/image/1671199062/170.jpg,https://shop.rema1000.dk/brod-bavinchi,330,GR.,,2025-04-27,burgerboller,Burger buns,Fast Food Bread,Burger buns Fast Food Bread,Burger buns Fast Food Bread,Buns,Buns (0.66),Sandwich Bread (0.66),Toast Bread (0.57)
Rema1000,PITABRØD,16.5,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60130/image/1715956816/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,pitabrød,Pita bread,Fast Food Bread,Pita bread Fast Food Bread,Pita bread Fast Food Bread,Sandwich Bread,Sandwich Bread (0.65),Toast Bread (0.62),Bread Loaf (0.60)
Rema1000,PITABRØD,16.5,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60130/image/1715956816/170.jpg,https://shop.rema1000.dk/brod-bavinchi,500,GR.,,2025-04-27,pitabrød,Pita bread,Fast Food Bread,Pita bread Fast Food Bread,Pita bread Fast Food Bread,Sandwich Bread,Sandwich Bread (0.65),Toast Bread (0.62),Bread Loaf (0.60)
Rema1000,FULDKORN BURGER,20.5,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/66035/image/1648106391/170.jpg,https://shop.rema1000.dk/brod-bavinchi,320,GR.,,2025-04-27,fuldkorn burger,whole grain burger,Fast Food Bread,whole grain burger Fast Food Bread,whole grain burger Fast Food Bread,Sandwich Bread,Sandwich Bread (0.67),Bread Loaf (0.58),Rye Bread (0.58)
Rema1000,PØLSEBRØD,14.75,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/61255/image/1618240065/170.jpg,https://shop.rema1000.dk/brod-bavinchi,430,GR.,,2025-04-27,pølsebrød,Sausage bread,Fast Food Bread,Sausage bread Fast Food Bread,Sausage bread Fast Food Bread,Sandwich Bread,Sandwich Bread (0.67),Sausage (0.66),Bread Loaf (0.61)
Rema1000,BRIOCHE BURGER,20.0,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/66036/image/1672829199/170.jpg,https://shop.rema1000.dk/brod-bavinchi,320,GR.,,2025-04-27,brioche burger,Brioche burger,Fast Food Bread,Brioche burger Fast Food Bread,Brioche burger Fast Food Bread,Sandwich Bread,Sandwich Bread (0.64),Bread Loaf (0.60),Toast Bread (0.54)
Rema1000,BRIOCHE HOTDOG,20.0,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/66039/image/1714044485/170.jpg,https://shop.rema1000.dk/brod-bavinchi,250,GR.,,2025-04-27,brioche hotdog,brioche hotdog,Fast Food Bread,brioche hotdog Fast Food Bread,brioche hotdog Fast Food Bread,Sandwich Bread,Sandwich Bread (0.59),Bread Loaf (0.55),Toast Bread (0.52)
Rema1000,BRIOCHE HOTDOG,20.0,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/66039/image/1714044485/170.jpg,https://shop.rema1000.dk/brod-bavinchi,250,GR.,,2025-04-27,brioche hotdog,brioche hotdog,Fast Food Bread,brioche hotdog Fast Food Bread,brioche hotdog Fast Food Bread,Sandwich Bread,Sandwich Bread (0.59),Bread Loaf (0.55),Toast Bread (0.52)
Rema1000,ORIGINAL BURGER,20.5,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/66029/image/1648106391/170.jpg,https://shop.rema1000.dk/brod-bavinchi,320,GR.,,2025-04-27,original burger,original burger,Fast Food Bread,original burger Fast Food Bread,original burger Fast Food Bread,Sandwich Bread,Sandwich Bread (0.66),Bread Loaf (0.58),Toast Bread (0.54)
Rema1000,"NAANBRØD, HVIDLØG",12.0,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60086/image/1737705594/170.jpg,https://shop.rema1000.dk/brod-bavinchi,260,GR.,,2025-04-27,"naanbrød, hvidløg","Naan bread, garlic",Fast Food Bread,"Naan bread, garlic Fast Food Bread","Naan bread, garlic Fast Food Bread",Sandwich Bread,Sandwich Bread (0.63),Bread Loaf (0.58),Rye Bread (0.56)
Rema1000,NAANBRØD,12.0,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60165/image/1739268593/170.jpg,https://shop.rema1000.dk/brod-bavinchi,260,GR.,,2025-04-27,naanbrød,Naan bread,Fast Food Bread,Naan bread Fast Food Bread,Naan bread Fast Food Bread,Sandwich Bread,Sandwich Bread (0.65),Bread Loaf (0.63),Toast Bread (0.60)
Rema1000,PITABRØD,28.0,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60125/image/1647417228/170.jpg,https://shop.rema1000.dk/brod-bavinchi,220,GR.,,2025-04-27,pitabrød,Pita bread,Fast Food Bread,Pita bread Fast Food Bread,Pita bread Fast Food Bread,Sandwich Bread,Sandwich Bread (0.65),Toast Bread (0.62),Bread Loaf (0.60)
Rema1000,PITABRØD,28.0,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60125/image/1647417228/170.jpg,https://shop.rema1000.dk/brod-bavinchi,220,GR.,,2025-04-27,pitabrød,Pita bread,Fast Food Bread,Pita bread Fast Food Bread,Pita bread Fast Food Bread,Sandwich Bread,Sandwich Bread (0.65),Toast Bread (0.62),Bread Loaf (0.60)
Rema1000,BRIOCHE BURGERB.,17.75,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60120/image/1740145337/170.jpg,https://shop.rema1000.dk/brod-bavinchi,360,GR.,,2025-04-27,brioche burgerb,brioche burgerb,Fast Food Bread,brioche burgerb Fast Food Bread,brioche burgerb Fast Food Bread,Sandwich Bread,Sandwich Bread (0.64),Bread Loaf (0.61),Toast Bread (0.54)
Rema1000,BRIOCHE HOTDOG,17.75,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60119/image/1743664770/170.jpg,https://shop.rema1000.dk/brod-bavinchi,360,GR.,,2025-04-27,brioche hotdog,brioche hotdog,Fast Food Bread,brioche hotdog Fast Food Bread,brioche hotdog Fast Food Bread,Sandwich Bread,Sandwich Bread (0.59),Bread Loaf (0.55),Toast Bread (0.52)
Rema1000,BRIOCHE HOTDOG,17.75,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/60119/image/1743664770/170.jpg,https://shop.rema1000.dk/brod-bavinchi,360,GR.,,2025-04-27,brioche hotdog,brioche hotdog,Fast Food Bread,brioche hotdog Fast Food Bread,brioche hotdog Fast Food Bread,Sandwich Bread,Sandwich Bread (0.59),Bread Loaf (0.55),Toast Bread (0.52)
Rema1000,FRANSK HOTDOG,12.0,FAST FOOD BRØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/64710/image/1661866908/170.jpg,https://shop.rema1000.dk/brod-bavinchi,180,GR.,,2025-04-27,fransk hotdog,French hot dog,Fast Food Bread,French hot dog Fast Food Bread,French hot dog Fast Food Bread,Sandwich Bread,Sandwich Bread (0.58),Bread Loaf (0.51),Toast Bread (0.50)
Rema1000,HÅNDVÆRKER,3.75,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360738/image/1618576035/170.jpg,https://shop.rema1000.dk/brod-bavinchi,45,GR.,,2025-04-27,håndværker,craftsman,Bavinchi Bakery,craftsman Bavinchi Bakery,craftsman Bavinchi Bakery,Bread Loaf,Bread Loaf (0.45),Crispbread (0.41),Baking Mix (0.40)
Rema1000,KANELSNEGL,10.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360770/image/1618576038/170.jpg,https://shop.rema1000.dk/brod-bavinchi,105,GR.,,2025-04-27,kanelsnegl,Cinnamon snail,Bavinchi Bakery,Cinnamon snail Bavinchi Bakery,Cinnamon snail Bavinchi Bakery,Crispbread,Crispbread (0.43),Biscuits (0.41),Fish Cakes (0.41)
Rema1000,FORMBRØD,20.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360726/image/1618576033/170.jpg,https://shop.rema1000.dk/brod-bavinchi,536,GR.,,2025-04-27,formbrød,Shapebread,Bavinchi Bakery,Shapebread Bavinchi Bakery,Shapebread Bavinchi Bakery,Crispbread,Crispbread (0.56),Bread Loaf (0.51),Sandwich Bread (0.49)
Rema1000,CREMESNEGL,10.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360764/image/1654091733/170.jpg,https://shop.rema1000.dk/brod-bavinchi,95,GR.,,2025-04-27,cremesnegl,cream snail,Bavinchi Bakery,cream snail Bavinchi Bakery,cream snail Bavinchi Bakery,Fish Cakes,Fish Cakes (0.47),Cream Cheese (0.39),Crispbread (0.38)
Rema1000,GROVBIRKES,7.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360744/image/1618576035/170.jpg,https://shop.rema1000.dk/brod-bavinchi,85,GR.,,2025-04-27,grovbirkes,rough birches,Bavinchi Bakery,rough birches Bavinchi Bakery,rough birches Bavinchi Bakery,Crispbread,Crispbread (0.44),Bread Loaf (0.43),Biscuits (0.43)
Rema1000,TEBIRKES,10.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360772/image/1618576038/170.jpg,https://shop.rema1000.dk/brod-bavinchi,86,GR.,,2025-04-27,tebirkes,Tebirches,Bavinchi Bakery,Tebirches Bavinchi Bakery,Tebirches Bavinchi Bakery,Biscuits,Biscuits (0.42),Bread Loaf (0.41),Crispbread (0.39)
Rema1000,SKAGENSTYKKE,3.75,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360735/image/1618576034/170.jpg,https://shop.rema1000.dk/brod-bavinchi,60,GR.,,2025-04-27,skagenstykke,piece of scaffolding,Bavinchi Bakery,piece of scaffolding Bavinchi Bakery,piece of scaffolding Bavinchi Bakery,Bread Loaf,Bread Loaf (0.46),Bread Crumbs (0.43),Sandwich Bread (0.41)
Rema1000,SPANDAUER,10.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360776/image/1618576038/170.jpg,https://shop.rema1000.dk/brod-bavinchi,94,GR.,,2025-04-27,spandauer,Spandauer,Bavinchi Bakery,Spandauer Bavinchi Bakery,Spandauer Bavinchi Bakery,Bread Loaf,Bread Loaf (0.45),Sandwich Bread (0.43),Crispbread (0.41)
Rema1000,TREKORNSSTYKKE,3.75,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360759/image/1618576036/170.jpg,https://shop.rema1000.dk/brod-bavinchi,60,GR.,,2025-04-27,trekornsstykke,three-grain piece,Bavinchi Bakery,three-grain piece Bavinchi Bakery,three-grain piece Bavinchi Bakery,Bread Loaf,Bread Loaf (0.48),Sandwich Bread (0.45),Crispbread (0.44)
Rema1000,TEBOLLE,3.75,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360809/image/1618576042/170.jpg,https://shop.rema1000.dk/brod-bavinchi,46,GR.,,2025-04-27,tebolle,Teaball,Bavinchi Bakery,Teaball Bavinchi Bakery,Teaball Bavinchi Bakery,Biscuits,Biscuits (0.41),Tea (0.38),Baking Mix (0.38)
Rema1000,TREKORNSBRØD,20.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360720/image/1618576032/170.jpg,https://shop.rema1000.dk/brod-bavinchi,515,GR.,,2025-04-27,trekornsbrød,three-grain bread,Bavinchi Bakery,three-grain bread Bavinchi Bakery,three-grain bread Bavinchi Bakery,Bread Loaf,Bread Loaf (0.58),Sandwich Bread (0.57),Rye Bread (0.53)
Rema1000,CHOKOLADEBOLLE,7.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360656/image/1741767606/170.jpg,https://shop.rema1000.dk/brod-bavinchi,75,GR.,,2025-04-27,chokoladebolle,Chocolate bun,Bavinchi Bakery,Chocolate bun Bavinchi Bakery,Chocolate bun Bavinchi Bakery,Buns,Buns (0.54),Chocolate (0.50),Biscuits (0.49)
Rema1000,GULERODSBOLLE,7.0,BAVINCHI BAGER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/360853/image/1674645607/170.jpg,https://shop.rema1000.dk/brod-bavinchi,75,GR.,,2025-04-27,gulerodsbolle,Carrot Bun,Bavinchi Bakery,Carrot Bun Bavinchi Bakery,Carrot Bun Bavinchi Bakery,Buns,Buns (0.47),Carrots (0.45),Bread Loaf (0.44)
