Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Date of update,Name Cleaned,Translated Name Cleaned,Context Name,Product,Best Category,Top 1,Top 2,Top 3,Synthetic
Rema1000,APPELSIN JUICE,20.0,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20068/image/1743683609/170.jpg,https://shop.rema1000.dk/mejeri,900,ML.,,2025-04-27,appelsin juice,orange juice,"orange juice JUICE, KAKAO, DRIKKEYOGHURT M.V.","orange juice JUICE, KAKAO, DRIKKEYOGHURT M.V.",Orange Juice,Orange Juice (0.68),Mango Juice (0.64),Fruit Juice (Mixed) (0.63),False
Rema1000,APPELSIN JUICE,20.0,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20068/image/1743683609/170.jpg,https://shop.rema1000.dk/mejeri,900,ML.,,2025-04-27,appelsin juice,orange juice,"orange juice JUICE, KAKAO, DRIKKEYOGHURT M.V.","orange juice JUICE, KAKAO, DRIKKEYOGHURT M.V.",Orange Juice,Orange Juice (0.68),Mango Juice (0.64),Fruit Juice (Mixed) (0.63),False
Rema1000,KAKAOMÆLK,12.0,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11500/image/1677160902/170.jpg,https://shop.rema1000.dk/mejeri,50,CL.,,2025-04-27,kakaomælk,cocoa milk,"cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.","cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.",Cocoa Milk,Cocoa Milk (0.68),Cocoa Drink (0.59),Mango Juice (0.55),False
Rema1000,KAKAOMÆLK,12.0,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11500/image/1677160902/170.jpg,https://shop.rema1000.dk/mejeri,50,CL.,,2025-04-27,kakaomælk,cocoa milk,"cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.","cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.",Cocoa Milk,Cocoa Milk (0.68),Cocoa Drink (0.59),Mango Juice (0.55),False
Rema1000,KAKAOMÆLK,12.0,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11500/image/1677160902/170.jpg,https://shop.rema1000.dk/mejeri,50,CL.,,2025-04-27,kakaomælk,cocoa milk,"cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.","cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.",Cocoa Milk,Cocoa Milk (0.68),Cocoa Drink (0.59),Mango Juice (0.55),False
Rema1000,"KAKAOMÆLK 0,5%",19.95,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24740/image/1738076857/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"kakaomælk ,",cocoa milk,"cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.","cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.",Cocoa Milk,Cocoa Milk (0.68),Cocoa Drink (0.59),Mango Juice (0.55),False
Rema1000,"KAKAOMÆLK 0,5%",19.95,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24740/image/1738076857/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"kakaomælk ,",cocoa milk,"cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.","cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.",Cocoa Milk,Cocoa Milk (0.68),Cocoa Drink (0.59),Mango Juice (0.55),False
Rema1000,"KAKAOMÆLK 0,5%",19.95,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24740/image/1738076857/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"kakaomælk ,",cocoa milk,"cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.","cocoa milk JUICE, KAKAO, DRIKKEYOGHURT M.V.",Cocoa Milk,Cocoa Milk (0.68),Cocoa Drink (0.59),Mango Juice (0.55),False
Rema1000,INNOCENT JUICE,20.0,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23946/image/1743683517/170.jpg,https://shop.rema1000.dk/mejeri,900,ML.,,2025-04-27,innocent juice,Innocent juice,"Innocent juice JUICE, KAKAO, DRIKKEYOGHURT M.V.","Innocent juice JUICE, KAKAO, DRIKKEYOGHURT M.V.",Juice,Juice (0.63),Mango Juice (0.62),Fruit Juice (Mixed) (0.59),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26094/image/1665038658/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26094/image/1665038658/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26094/image/1665038658/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26094/image/1665038658/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26080/image/1737365125/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26080/image/1737365125/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26080/image/1737365125/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26080/image/1737365125/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL A38 OG ÆG,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26078/image/1682081867/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål a og æg,cold bowl a and eggs,cold bowl a and eggs KOLDSKÅL,cold bowl a and eggs KOLDSKÅL,Eggs,Eggs (0.49),Frozen Mixed Vegetables (0.39),Frozen Vegetables (0.39),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26065/image/1677250954/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26065/image/1677250954/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26065/image/1677250954/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,24.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26065/image/1677250954/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL MED CITRON,18.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26000/image/1667556796/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,koldskål med citron,Cold bowl with lemon,Cold bowl with lemon KOLDSKÅL,Cold bowl with lemon KOLDSKÅL,Lemons,Lemons (0.43),Iced Tea (0.41),Frozen Mixed Vegetables (0.38),False
Rema1000,KLØVER KOLDSKÅL,19.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26066/image/1677251109/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,kløver koldskål,Clover cold-shell,Clover cold-shell KOLDSKÅL,Clover cold-shell KOLDSKÅL,Cabbage,Cabbage (0.35),Knækbrød (0.33),Frozen Vegetables (0.33),False
Rema1000,KOLDSKÅL,11.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26067/image/1707740929/170.jpg,https://shop.rema1000.dk/mejeri,224,GR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,11.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26067/image/1707740929/170.jpg,https://shop.rema1000.dk/mejeri,224,GR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,11.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26067/image/1707740929/170.jpg,https://shop.rema1000.dk/mejeri,224,GR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,KOLDSKÅL,11.95,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26067/image/1707740929/170.jpg,https://shop.rema1000.dk/mejeri,224,GR.,,2025-04-27,koldskål,Cold dish,Cold dish KOLDSKÅL,Cold dish KOLDSKÅL,Knækbrød,Knækbrød (0.46),Cold Cuts (0.42),Frozen Vegetables (0.40),False
Rema1000,"MINIMÆLK 0,4% FEDT",11.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21464/image/1714060705/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk , fedt","mini-milk , fat","mini-milk , fat MÆLK M.V.","mini-milk , fat MÆLK M.V.",Milk,Milk (0.63),Plant Milk (0.51),Cocoa Milk (0.48),False
Rema1000,"LETMÆLK 1,5% FEDT",12.5,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20494/image/1714060668/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk , fedt","light milk , fat","light milk , fat MÆLK M.V.","light milk , fat MÆLK M.V.",Milk,Milk (0.63),Plant Milk (0.52),Cocoa Milk (0.47),False
Rema1000,"SØDMÆLK 3,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20100/image/1686129707/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,",whole milk,whole milk MÆLK M.V.,whole milk MÆLK M.V.,Milk,Milk (0.65),Plant Milk (0.53),Cocoa Milk (0.49),False
Rema1000,"SØDMÆLK 3,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20100/image/1686129707/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,",whole milk,whole milk MÆLK M.V.,whole milk MÆLK M.V.,Milk,Milk (0.65),Plant Milk (0.53),Cocoa Milk (0.49),False
Rema1000,"SØDMÆLK 3,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20100/image/1686129707/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,",whole milk,whole milk MÆLK M.V.,whole milk MÆLK M.V.,Milk,Milk (0.65),Plant Milk (0.53),Cocoa Milk (0.49),False
Rema1000,"SØDMÆLK 3,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20100/image/1686129707/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,",whole milk,whole milk MÆLK M.V.,whole milk MÆLK M.V.,Milk,Milk (0.65),Plant Milk (0.53),Cocoa Milk (0.49),False
Rema1000,"SØDMÆLK 3,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20100/image/1686129707/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,",whole milk,whole milk MÆLK M.V.,whole milk MÆLK M.V.,Milk,Milk (0.65),Plant Milk (0.53),Cocoa Milk (0.49),False
Rema1000,SKUMMETMÆLK,11.5,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21096/image/1714060743/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,skummetmælk,skimmed milk,skimmed milk MÆLK M.V.,skimmed milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.46),Cocoa Milk (0.46),False
Rema1000,SKUMMETMÆLK,11.5,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21096/image/1714060743/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,skummetmælk,skimmed milk,skimmed milk MÆLK M.V.,skimmed milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.46),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21497/image/1718021967/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21497/image/1718021967/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21497/image/1718021967/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21497/image/1718021967/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21497/image/1718021967/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",16.25,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21476/image/1664367154/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",16.25,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21476/image/1664367154/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",16.25,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21476/image/1664367154/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",16.25,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21476/image/1664367154/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",16.25,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21476/image/1664367154/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"LETMÆLK 1,5%",14.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20500/image/1686129856/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20500/image/1686129856/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20500/image/1686129856/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20500/image/1686129856/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20500/image/1686129856/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21499/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21499/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21499/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21499/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21499/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21480/image/1686129785/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21480/image/1686129785/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21480/image/1686129785/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21480/image/1686129785/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21480/image/1686129785/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,",mini-milk,mini-milk MÆLK M.V.,mini-milk MÆLK M.V.,Milk,Milk (0.59),Plant Milk (0.50),Cocoa Milk (0.46),False
Rema1000,"SKUMMETMÆLK 0,1%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21513/image/1718025569/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"skummetmælk ,",skimmed milk,skimmed milk MÆLK M.V.,skimmed milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.46),Cocoa Milk (0.46),False
Rema1000,"SKUMMETMÆLK 0,1%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21513/image/1718025569/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"skummetmælk ,",skimmed milk,skimmed milk MÆLK M.V.,skimmed milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.46),Cocoa Milk (0.46),False
Rema1000,"LETMÆLK 1,5%",17.5,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21474/image/1658498463/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",17.5,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21474/image/1658498463/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",17.5,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21474/image/1658498463/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
Rema1000,"LETMÆLK 1,5%",17.5,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21474/image/1658498463/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,",light milk,light milk MÆLK M.V.,light milk MÆLK M.V.,Milk,Milk (0.60),Plant Milk (0.52),Cocoa Milk (0.45),False
